,Process,Accepted,Inclusion_Rate,Adaptation_Rate,Cost,Frequency,Purchased,Rides,Ending_Position,Starting_Position,Value
8446,Operations Communication Team,1,88,30,157.456,831,294.9,42,"[40.7670517, -73.93002319]","[40.78459167, -73.96990967]",27
8447,Operations Communication Team,1,44,7,157.456,164,606.2,41.5,"[40.69449234, -73.99072266]","[40.77116013, -73.96375275]",52
8448,Operations Communication Team,1,70,95,460.256,249,658.65,22.5,"[40.7985878, -73.97141266]","[40.67845154, -74.00020599]",39
8449,Operations Communication Team,1,41,5,508.704,329,969.5,41,"[40.75101852, -73.97103119]","[40.70991135, -74.01615143]",57
8450,Operations Communication Team,0,95,56,193.792,614,107.7,44,"[40.78177261, -73.97206116]","[40.74225235, -74.00437927]",25
8451,Operations Communication Team,0,59,56,133.232,871,52.15,8.5,"[40.76261902, -73.95702362]","[40.78367615, -73.97794342]",50
8452,Operations Communication Team,1,57,80,363.36,217,629.45,28.5,"[40.75947571, -73.98134613]","[40.72389603, -73.99834442]",44
8453,Operations Communication Team,0,56,45,109.008,434,7.9,13,"[40.76173019, -73.99022675]","[40.74076843, -73.97890472]",46
8454,Operations Communication Team,0,56,30,411.808,488,910.75,42.5,"[40.75371552, -73.98148346]","[40.71857834, -73.99199677]",43
8455,Operations Communication Team,0,43,78,48.448,134,762.65,32,"[40.71749115, -73.95803833]","[40.74491501, -73.99783325]",58
8456,Operations Communication Team,1,70,98,145.344,415,621.65,35.5,"[40.76251984, -73.97697449]","[40.7469101, -73.98074341]",55
8457,Operations Communication Team,0,66,68,448.144,319,721.55,32.5,"[40.71507263, -74.00948334]","[40.74690247, -73.99336243]",33
8458,Operations Communication Team,0,67,34,375.472,158,362.3,34,"[40.75894165, -73.91217041]","[40.784519200000005, -73.97367096]",59
8459,Operations Communication Team,1,81,98,375.472,560,35.1,16,"[40.7521019, -73.97033691]","[40.79513168, -73.96494293]",48
8460,Operations Communication Team,1,89,68,169.568,263,93.45,41.5,"[40.76579285, -73.98306274]","[40.78794098, -73.97458649]",27
8461,Operations Implementation Group,0,31,56,145.344,235,683.35,11,"[40.78731155, -73.95005035]","[40.7715683, -73.95090485]",55
8462,Operations Implementation Group,0,1,46,181.68,399,553.95,33,"[40.7521019, -73.97033691]","[40.75093842, -73.99031067]",34
8463,Operations Implementation Group,1,100,33,448.144,515,222.7,44.5,"[40.74988937, -73.98757935]","[40.64476013, -73.78192139]",35
8464,Operations Implementation Group,0,79,28,254.352,517,819.25,29.5,"[40.74606323, -73.99642181]","[40.75771332, -73.96961212]",55
8465,Operations Implementation Group,1,17,77,266.464,611,728.6,22,"[40.76686096, -73.98344421]","[40.76019669, -73.97964478]",22
8466,Operations Implementation Group,1,45,17,72.672,687,798.65,23,"[40.70992661, -74.00960541]","[40.784519200000005, -73.97367096]",25
8467,Operations Implementation Group,0,57,38,145.344,802,181.05,4.5,"[40.75529099, -73.86997986]","[40.74076843, -73.97890472]",30
8468,Operations Implementation Group,1,63,19,302.8,662,133.95,17,"[40.76234055, -73.98079681]","[40.77607727, -73.9622345]",32
8469,Operations Implementation Group,0,11,41,205.904,333,380.2,15.5,"[40.73240662, -73.98184204]","[40.78133011, -73.96062469]",26
8470,Operations Implementation Group,0,23,84,218.016,719,469.95,32.5,"[40.71276093, -74.00975037]","[40.7720108, -73.99027252]",57
8471,Operations Implementation Group,1,93,49,72.672,459,478.1,20,"[40.73916626, -73.97684479]","[40.6440506, -73.78713989]",57
8472,Operations Implementation Group,0,39,90,181.68,546,838.45,31.5,"[40.73904419, -73.97705841]","[40.76217651, -73.97849274]",58
8473,Operations Implementation Group,1,95,52,532.928,8,363.65,17.5,"[40.71620178, -74.01474762]","[40.77203751, -73.94992828]",40
8474,Operations Implementation Group,1,6,34,205.904,479,534.4,32.5,"[40.72411346, -73.97879028]","[40.74973679, -73.99120331]",26
8475,Operations Implementation Group,0,54,43,72.672,49,756.9,39.5,"[40.76816177, -73.96286011]","[40.75052643, -73.99082947]",59
8476,Operations Implementation Group,1,74,70,36.336,259,873.5,25.5,"[40.76977158, -73.99504089]","[0.0, 0.0]",58
8477,Operations Implementation Group,0,11,39,181.68,512,3.95,15.5,"[40.76442719, -73.97344208]","[40.71509171, -74.01598358]",46
8478,Operations Implementation Group,0,77,59,436.032,579,955,15.5,"[40.7385025, -73.99201202]","[40.77806854, -73.95440674]",58
8479,Operations Implementation Group,0,18,34,520.816,635,701.65,7.5,"[40.75371552, -73.98148346]","[40.74156952, -74.00348663]",29
8480,Operations Implementation Group,1,94,6,157.456,474,957.95,20.5,"[40.81517029, -73.94747925]","[40.73036957, -74.00226593]",46
8481,Operations Implementation Group,1,63,80,460.256,839,604.25,3.5,"[40.76834869, -73.95544434]","[40.75214386, -73.98194122]",46
8482,Operations Implementation Group,0,83,20,363.36,617,990.9,5,"[40.71966171, -73.99439240000001]","[40.7651329, -73.98223114]",41
8483,Operations Implementation Group,1,72,22,290.688,757,15,25,"[40.7091217, -74.00563812]","[40.77487946, -73.98215485]",55
8484,Operations Implementation Group,1,9,14,24.224,101,106.75,41,"[40.76136017, -73.98381042]","[40.75600815, -73.96777344]",26
8485,Operations Implementation Group,1,15,4,157.456,124,23.85,33,"[40.70835876, -74.01419067]","[40.77469635, -73.98210144]",25
8486,Operations Implementation Group,0,53,12,508.704,880,615.95,17,"[40.758903499999995, -73.97261047]","[40.71709061, -73.99549103]",55
8487,Operations Implementation Group,0,71,38,508.704,39,793.75,42,"[40.71507263, -74.00948334]","[40.70991135, -74.01615143]",47
8488,Operations Implementation Group,0,11,3,436.032,624,89.1,18.5,"[40.73268127, -73.98566437]","[40.74243927, -73.99676514]",30
8489,Operations Implementation Group,1,94,68,145.344,19,276.25,30,"[40.75725174, -73.96369934]","[40.75234985, -74.00081635]",25
8490,Operations Implementation Group,0,88,2,375.472,788,83.85,37.5,"[40.79228973, -73.9384613]","[40.73800659, -73.98813629]",48
8491,Operations Implementation Group,0,50,64,314.912,811,631.75,30,"[40.77375793, -73.87052917]","[40.76694489, -73.95392609]",54
8492,Operations Implementation Group,1,6,10,411.808,524,633.25,38.5,"[40.74137497, -73.92160797]","[40.75056839, -73.9877243]",21
8493,Operations Implementation Group,0,96,33,109.008,40,228.05,6,"[40.73073578, -73.94842529]","[40.76068878, -73.96724701]",26
8494,Operations Implementation Group,0,18,35,193.792,770,558.35,18.5,"[40.74135971, -73.98916626]","[40.7063179, -74.01686096]",54
8495,Operations Implementation Group,1,71,55,363.36,196,116.45,15,"[40.74118042, -73.98980713]","[40.6440506, -73.78713989]",48
8496,Operations Implementation Group,0,66,59,314.912,877,610.2,32.5,"[40.75761414, -73.97164154]","[40.79679871, -73.96469879]",29
8497,Operations Implementation Group,0,91,91,48.448,566,717.9,42.5,"[40.64369965, -73.78350067]","[40.74225235, -74.00437927]",46
8498,Operations Implementation Group,0,59,56,36.336,468,345.1,17.5,"[40.76815033, -73.95645142]","[40.75730515, -73.98999023]",22
8499,Operations Implementation Group,1,10,68,302.8,330,234.45,6,"[40.71976471, -73.99317169]","[40.76818085, -73.98413849]",57
8500,Operations Implementation Group,1,34,90,484.48,355,128.65,12,"[40.72399521, -73.99676514]","[40.73800659, -73.98813629]",39
8501,Operations Implementation Group,0,35,96,302.8,379,178.45,8.5,"[40.80126572, -73.96988678]","[40.73419189, -73.97779846]",35
8502,Operations Implementation Group,0,3,50,72.672,779,380.35,3,"[40.74871063, -73.973526]","[40.73460007, -73.99897003]",31
8503,Operations Implementation Group,0,0,44,290.688,569,59.65,1,"[40.73168182, -73.99027252]","[40.71509171, -74.01598358]",47
8504,Operations Implementation Group,0,5,21,84.784,373,834.25,3,"[40.80495834, -73.93888855]","[40.73462677, -73.98641968]",57
8505,Operations Implementation Office,0,56,13,520.816,62,191.15,35,"[40.76633835, -73.96105194]","[40.73115158, -74.00284576]",48
8506,Operations Implementation Office,0,8,25,351.248,211,992.25,35.5,"[40.76234055, -73.98079681]","[40.73940659, -74.00189972]",36
8507,Operations Implementation Office,1,18,21,242.24,91,154.9,17,"[40.71603775, -74.01580811]","[40.80104065, -73.96527863]",25
8508,Operations Implementation Office,1,50,7,278.576,483,614.1,30,"[40.72101212, -74.00107574]","[40.73439789, -73.98963928]",55
8509,Operations Implementation Office,1,28,64,411.808,763,487.85,11.5,"[40.63483429, -73.89250183]","[40.77116013, -73.96375275]",51
8510,Operations Implementation Office,1,54,47,423.92,324,528.35,25.5,"[40.72634888, -74.00236511]","[40.76839066, -73.98168945]",29
8511,Operations Implementation Office,0,8,5,411.808,706,360.5,17.5,"[40.60917664, -73.99208832]","[40.79247284, -73.94605255]",26
8512,Operations Implementation Office,0,28,13,484.48,441,138.45,11.5,"[40.72420883, -74.00101471]","[40.74452972, -73.98516083]",45
8513,Operations Implementation Office,1,62,19,133.232,618,695.65,27.5,"[40.73403168, -73.99907684]","[40.76947021, -73.96102142]",53
8514,Operations Implementation Office,1,22,8,48.448,219,203.2,33,"[40.76481247, -73.96455383]","[40.76081085, -73.96105194]",34
8515,Operations Implementation Office,0,79,25,351.248,281,39.05,10,"[40.72181702, -73.99531555]","[40.77607727, -73.9622345]",52
8516,Operations Implementation Office,0,63,14,181.68,899,332.05,43.5,"[40.72902679, -73.9992218]","[40.71595764, -74.00466919]",42
8517,Operations Implementation Office,0,49,64,133.232,431,384.05,3.5,"[40.76155853, -73.97261047]","[40.77116013, -73.96375275]",44
8518,Operations Implementation Office,1,42,68,157.456,496,445.6,10.5,"[40.80675507, -73.96468353]","[40.76723862, -73.98442078]",33
8519,Operations Implementation Office,1,49,94,423.92,638,199.65,2,"[40.75040054, -73.99480438]","[40.76916122, -73.96511841]",45
8520,Operations Implementation Office,0,45,34,460.256,30,970.1,9,"[40.76173019, -73.99022675]","[40.75685883, -73.96755219]",43
8521,Operations Implementation Office,1,42,66,290.688,654,414.1,31.5,"[40.77203751, -73.95623016]","[40.78461838, -73.94969177]",45
8522,Operations Implementation Office,0,57,100,363.36,861,764.85,38.5,"[40.73168182, -73.99027252]","[40.72039032, -73.99267578]",41
8523,Operations Implementation Office,0,26,65,230.128,78,932.8,37.5,"[40.71479034, -74.01376343]","[40.73803711, -73.9962616]",55
8524,Operations Implementation Office,1,66,29,133.232,528,168.35,45,"[40.78369141, -73.97364807]","[40.71849823, -73.99484253]",45
8525,Operations Implementation Office,1,53,82,302.8,568,0.5,18,"[40.77880096, -73.95174408]","[40.75162125, -73.99375916]",59
8526,Operations Implementation Office,1,74,86,266.464,880,788.1,23,"[40.80495834, -73.93888855]","[40.71966934, -73.99803162]",39
8527,Operations Implementation Office,1,79,3,387.584,236,294.2,38.5,"[40.75656128, -73.97338867]","[40.75481796, -73.99557495]",41
8528,Operations Implementation Office,1,21,5,339.136,414,627.85,20,"[40.70835876, -74.01419067]","[40.77375412, -73.87276459]",50
8529,Operations Implementation Office,1,13,38,230.128,468,864.25,9.5,"[40.75628662, -73.98721313]","[40.75685883, -73.96755219]",29
8530,Operations Implementation Office,1,25,19,520.816,162,759,44,"[40.80897141, -73.94455719]","[40.75483322, -73.98426056]",47
8531,Operations Implementation Office,1,53,36,290.688,448,525.45,30.5,"[40.75040054, -73.99480438]","[40.71849823, -73.99484253]",48
8532,Operations Implementation Office,1,31,30,339.136,746,100.4,8,"[40.71479034, -74.01376343]","[40.76404953, -73.95558929]",41
8533,Operations Implementation Office,0,37,94,375.472,701,671.05,17,"[40.75147247, -74.00363159]","[40.73036957, -74.00226593]",36
8534,Operations Implementation Office,0,29,35,411.808,257,869.65,8,"[40.7555809, -73.92842102]","[40.76873016, -73.86269379]",30
8535,Operations Implementation Office,0,16,71,351.248,394,745.3,40,"[40.674392700000006, -73.95662689]","[40.7439003, -73.99939728]",59
8536,Operations Implementation Office,1,65,8,96.896,361,81.45,8,"[40.7603035, -73.98752594]","[40.76387787, -73.97439575]",45
8537,Operations Implementation Office,1,66,68,36.336,638,772.1,21.5,"[40.74715042, -73.98383331]","[40.79679871, -73.96469879]",56
8538,Operations Implementation Office,1,19,33,145.344,769,370.05,32.5,"[40.73498154, -73.99124146]","[40.7651329, -73.98223114]",47
8539,Operations Implementation Office,1,10,33,387.584,414,673.55,35,"[40.72169876, -73.98896027]","[40.74240875, -73.98387146]",54
8540,Operations Implementation Office,1,18,65,399.696,9,935.2,15,"[40.72024155, -74.01009369]","[40.73667526, -73.99741364]",34
8541,Operations Implementation Office,0,74,11,302.8,448,62.15,4.5,"[40.76054382, -73.96749878]","[40.75106049, -73.97462463]",30
8542,Operations Implementation Office,1,20,51,266.464,587,620.15,23,"[40.75920105, -73.97023773]","[40.76839066, -73.98168945]",59
8543,Operations Implementation Office,0,70,36,12.112,413,698.2,18,"[0.0, 0.0]","[40.7522583, -73.97512054]",37
8544,Operations Implementation Office,1,48,34,375.472,556,249.5,25,"[40.75101852, -73.97103119]","[40.76820374, -73.95571899]",53
8545,Operations Implementation Office,1,66,23,375.472,100,217.2,1.5,"[40.74761963, -73.98046112]","[40.70991135, -74.01615143]",36
8546,Operations Implementation Office,0,11,33,48.448,630,632.4,3,"[40.76481247, -73.96455383]","[40.76839066, -73.98168945]",26
8547,Operations Implementation Office,0,79,89,169.568,395,332.45,11.5,"[40.74137497, -73.92160797]","[40.75527954, -73.98404694]",29
8548,Operations Implementation Office,1,93,50,436.032,516,866.65,5,"[40.75725174, -73.96369934]","[40.75771332, -73.96961212]",60
8549,Operations Implementation Office,0,31,13,472.368,449,117.4,44.5,"[40.71446991, -74.01582336]","[40.77607727, -73.9622345]",47
8550,Operations Implementation Office,0,62,51,205.904,856,852.55,42,"[40.68840027, -73.99584961]","[40.73356247, -73.97650146]",35
8551,Operations Implementation Office,1,89,98,520.816,613,20.6,11,"[40.76013565, -73.97584534]","[40.74206924, -74.00806427]",45
8552,Operations Implementation Office,0,51,17,109.008,634,611.05,6,"[40.74298859, -73.98935699]","[40.77116013, -73.96375275]",31
8553,Operations Implementation Office,1,61,72,314.912,358,459.9,9.5,"[0.0, 0.0]","[40.71743774, -74.01063538]",59
8554,Operations Implementation Office,0,80,19,290.688,578,351.7,42.5,"[40.86204910000001, -73.90930939]","[40.729911799999996, -73.98078156]",60
8555,Operations Implementation Office,0,23,72,508.704,457,642.95,40,"[40.75810623, -73.9728241]","[40.78488159, -73.97921753]",28
8556,Operations Implementation Office,0,65,29,278.576,493,86.2,38,"[40.74872208, -73.98751831]","[40.78133011, -73.96062469]",43
8557,Operations Implementation Office,0,6,7,218.016,672,797.65,38,"[40.76261902, -73.95702362]","[40.74343872, -73.99234772]",27
8558,Operations Implementation Office,1,91,16,496.592,91,483.8,9.5,"[40.71966171, -73.99439240000001]","[40.73876572, -74.00558472]",27
8559,Operations Implementation Office,1,8,63,205.904,40,269.7,10.5,"[40.7491684, -73.99124908]","[40.75214386, -73.98194122]",44
8560,Operations Implementation Office,0,95,12,278.576,509,678.5,22,"[40.76374435, -73.97599029999999]","[40.73876572, -74.00558472]",23
8561,Operations Implementation Office,0,25,23,302.8,836,266.7,10.5,"[40.71059418, -73.98657227]","[40.76916122, -73.96511841]",20
8562,Operations Implementation Office,1,99,41,448.144,728,757.35,31.5,"[40.75888824, -73.98856354]","[40.72937012, -73.98986816]",29
8563,Operations Implementation Office,1,71,100,460.256,712,55.25,10,"[40.72063446, -73.99514771]","[40.75111771, -73.99071503]",57
8564,Operations Implementation Office,1,59,45,266.464,541,675.25,40.5,"[40.75374222, -73.97485352]","[40.75133133, -73.98229218]",53
8565,Operations Implementation Office,1,58,46,387.584,107,471.1,28.5,"[40.72420883, -74.00101471]","[40.77247620000001, -73.98202515]",22
8566,Operations Implementation Office,0,61,71,193.792,776,226.7,44.5,"[40.77848053, -73.95339966]","[40.78115082, -73.9495697]",22
8567,Operations Implementation Office,1,27,92,254.352,877,112.4,10,"[40.76241302, -73.96797943]","[40.7295723, -73.97856903]",32
8568,Operations Implementation Office,0,12,12,145.344,344,19.75,41,"[40.75553131, -73.96790314]","[40.7336998, -73.97679138]",52
8569,Operations Implementation Office,1,49,36,496.592,185,740.9,13,"[40.75553894, -73.97975159]","[0.0, 0.0]",24
8570,Operations Implementation Office,1,39,73,436.032,386,519.45,3,"[40.72024155, -74.01009369]","[40.77168655, -73.98213959]",37
8571,Operations Implementation Office,1,85,8,327.024,288,403.1,40.5,"[40.75853348, -73.97695159999999]","[40.71916962, -74.00882721]",49
8572,Operations Implementation Office,1,65,81,496.592,43,12.55,9,"[40.72943497, -73.98983765]","[40.75600815, -73.96777344]",52
8573,Operations Implementation Office,1,7,88,230.128,53,437,31.5,"[40.77203369, -73.94992065]","[40.64518356, -73.78082275]",47
8574,Operations Implementation Office,0,35,12,339.136,711,420.75,3,"[40.73180008, -73.98390961]","[40.75120163, -73.99398041]",28
8575,Operations Implementation Office,1,0,72,72.672,549,960.05,5,"[40.81656265, -73.88846588]","[40.76723862, -73.98442078]",21
8576,Operations Implementation Office,1,82,8,230.128,631,353.7,13,"[40.75834274, -73.96240997]","[40.74325562, -73.97962952]",20
8577,Operations Implementation Office,0,77,55,520.816,192,43.55,27.5,"[40.80160522, -73.94350433]","[40.72983551, -73.99944305]",39
8578,Operations Implementation Office,1,16,74,96.896,620,610.8,4,"[40.74550247, -73.98752594]","[40.7961998, -73.96125793]",29
8579,Operations Implementation Office,1,29,42,254.352,338,486.7,16.5,"[0.0, 0.0]","[40.78183365, -73.97188568]",36
